Site,Date,Last Harvest Date,# of Harvests,Recorder,Block,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,tillers,biomass_whole,seed_count_whole,seed_mass_whole,inflor_mass,biomass_sub,seed_count_sub,seed_mass_sub,drop_seed,notes,
Cheyenne,5/26/2022,,,MB,3,,low,black,12,3,64,Re,Lee4,,,Y,FB,,,1,0.025,,,0.008,0.003,9,0.003,N,,
Cheyenne,,,,,3,,low,black,12,4,63,Re,Lee3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,12,5,31,Re,Urza1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,13,1,7,Re,AAFC10,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,13,2,46,Re,Fleishman_05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,13,3,100,Re,Chynoweth08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,13,4,37,Re,Chambers09,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,13,5,69,Re,Porensky17,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,14,1,8,Re,Blumenthal01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,14,2,93,Lo,Urza2,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,14,3,60,Re,Lavin02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,14,4,65,Re,Leger 1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,14,5,36,Re,Chambers08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,15,1,29,Re,Chambers01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,15,2,2,Re,AAFC05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,15,3,47,Re,Fleishman_07,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,15,4,57,Re,JackieOtt6,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,15,5,26,Re,Chynoweth01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,16,1,52,Re,Hufft1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,16,2,68,Re,Porensky1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,16,3,12,Re,Schupp02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,16,4,39,Re,Copeland05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,16,5,34,Re,Chambers06,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,17,1,13,Lo,Schupp01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,17,2,86,Re,Schupp03,,,,,,,,,,,,,,,,,
Cheyenne,6/21/2022,,,MB,3,,low,black,17,3,83,Re,Reed01,,,Y,FP,,,4,0.148,,,0.147,0.007,50,0.045,N,"2/50 unripe, 5/50 herbivorized",
Cheyenne,,,,,3,,low,black,17,4,24,Re,Blumenthal08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,17,5,19,Re,Barnett01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,18,1,73,Re,Pyke8,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,18,2,84,Lo,Reed03,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,18,3,74,Re,Pyke21,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,18,4,31,Re,Urza1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,18,5,25,Re,Symstad6,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,19,1,18,Re,Adler18,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,7/22/2022,2,MB,3,,low,black,19,2,35,Re,Chambers07,,,Y,FG,,,3,0.816,,,0.043,0.003,36,0.039,N,"2/36 unripe, 2 tillers w/out inflorescence",
Cheyenne,,,,,3,,low,black,19,3,44,Re,Downs03,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,19,4,102,Re,Shriver02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,19,5,5,Re,AAFC08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,20,1,103,Re,Davies03,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,20,2,95,Re,Wilcox02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,20,3,76,Re,Pyle009,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,20,4,42,Lo,Downs01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,20,5,51,Re,Holdrege1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,1,1,68,Re,Porensky1,,,,,,,,,,,,,,,,,
Cheyenne,6/23/2022,,,MW,3,,high,white,1,2,62,Re,Lee2,,,Y,FB,,,1,0.01,,,0.015,0.003,10,0.012,N,5/10 UNRIPE,
Cheyenne,7/14/2022,,,MB,3,,high,white,1,3,60,Re,Lavin02,,,Y,FB,,,1,0.094,,,0.002,0.001,3,0.001,N,"no inflorescence on tiller, only loose seeds",
Cheyenne,,,,,3,,high,white,1,4,73,Re,Pyke8,,,,,,,,,,,,,,,,,
Cheyenne,6/21/2022,,,MB,3,,high,white,1,5,74,Re,Pyke21,,,Y,FB,,,1,0.036,,,0.059,0.007,33,0.046,N,,
Cheyenne,6/3/2022,6/30/2022,2,MW,3,,high,white,1,6,63,Re,Lee3,,,Y,FG,,,2,0.12,,,0.07,0.029,47,0.031,N,43/47 UNRIPE,
Cheyenne,6/30/2022,,,MB,3,,high,white,1,7,28,Re,Bradford01,,,Y,FB,,,,0.002,,,0,0,0,0,N,"no tillers, only broken leaves",
Cheyenne,,,,,3,,high,white,1,8,13,Re,Schupp01,,,,,,,,,,,,,,,,,
Cheyenne,6/23/2022,,,MB,3,,high,white,1,9,95,Lo,Wilcox02,,,Y,FB,,,1,0.015,,,0.025,0.002,19,0.022,N,,
Cheyenne,,,,,3,,high,white,1,10,43,Re,Downs02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,2,1,44,Re,Downs03,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,2,2,11,Re,Adler09,,,,,,,,,,,,,,,,,
Cheyenne,6/21/2022,6/30/2022,2,MB,3,,high,white,2,3,18,Re,Adler18,,,Y,FP_FB,,,3,0.224,,,0.351,0.01,50,0.089,N,,
Cheyenne,,,,,3,,high,white,2,4,36,Re,Chambers08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,2,5,13,Re,Schupp01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,2,6,31,Re,Urza1,,,,,,,,,,,,,,,,,
Cheyenne,7/14/2022,,,MB,3,,high,white,2,7,46,Re,Fleishman_05,,,Y,FB,,,1,0.094,,,0.003,0.0003,7,0.002,N,,
Cheyenne,,,,,3,,high,white,2,8,42,Lo,Downs01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,2,9,72,Re,Pyke3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,2,10,105,Lo,Blumenthal10,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,3,1,65,Re,Leger 1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,3,2,97,Re,Chynoweth03,,,,,,,,,,,,,,,,,
Cheyenne,6/21/2022,,,MW,3,,high,white,3,3,83,Re,Reed01,,,Y,FG_FP,,,1,0.03,,,0.1,0.015,50,0.08,N,11/50 UNRIPE,
Cheyenne,,,,,3,,high,white,3,4,52,Re,Hufft1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,3,5,101,Re,Shriver01,,,,,,,,,,,,,,,,,
Cheyenne,7/27/2022,,,MB,3,,high,white,3,6,79,Re,Pyle015,,,Y,FB,,,1,0.116,,,0,0,0,0,N,no inflorescence on tiller,
Cheyenne,,,,,3,,high,white,3,7,88,Lo,Schupp05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,3,8,12,Re,Schupp02,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,,,MB,3,,high,white,3,9,98,Lo,Chynoweth05,,,Y,FB,,,1,0.028,,,0.023,0.002,19,0.019,N,,
Cheyenne,,,,,3,,high,white,3,10,44,Re,Downs03,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,,,MB,3,,high,white,4,1,75,Re,Pyle001,,,Y,FP,,,1,0.053,,,0.057,0.01,41,0.045,N,,
Cheyenne,7/27/2022,,,MW,3,,high,white,4,2,54,Re,JackieOtt1,,,Y,FG,,,1,0.006,,,0,0,0,0,Y,No seeds in sample,
Cheyenne,,,,,3,,high,white,4,3,96,Re,Chynoweth02,,,,,,,,,,,,,,,,,
Cheyenne,7/7/2022,,,MB,3,,high,white,4,4,6,Re,AAFC09,,,Y,FB,,,1,0.039,,,0.008,0.002,16,0.005,N,,
Cheyenne,6/30/2022,,,MW,3,,high,white,4,5,39,Re,Copeland05,,,Y,FB,,,1,0.09,,,0.012,0,8,0.012,Y,"1/8 UNRIPE, all seeds were loose",
Cheyenne,,,,,3,,high,white,4,6,32,Re,Chambers04,,,,,,,,,,,,,,,,,
Cheyenne,6/21/2022,6/30/2022,2,MB,3,,high,white,4,7,37,Re,Chambers09,,,Y,FB,,,2,0.116,,,0.19,0.005,50,0.086,N,,
Cheyenne,,,,,3,,high,white,4,8,104,Re,Germino BOP 01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,4,9,52,Re,Hufft1,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,,,MW,3,,high,white,4,10,76,Re,Pyle009,,,Y,FB,,,1,0.08,,,0.07,0.025,38,0.05,N,11/38 UNRIPE,
Cheyenne,,,,,3,,high,white,5,1,64,Re,Lee4,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,5,2,86,Lo,Schupp03,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,7/27/2022,2,MB,3,,high,white,5,3,24,Re,Blumenthal08,,,Y,FB,,,1,0.096,,,0,0,0,0,N,no inflorescence,
Cheyenne,6/30/2022,7/27/2022,2,MB,3,,high,white,5,4,53,Re,Hufft2,,,Y,FP,,,3,0.321,,,0.265,0.007,50,0.063,N,,
Cheyenne,6/21/2022,6/30/2022,2,MB,3,,high,white,5,5,51,Re,Holdrege1,,,Y,FB,,,3,0.175,,,0.204,0.012,50,0.085,N,,
Cheyenne,6/21/2022,,,KH,3,,high,white,5,6,36,Re,Chambers08,,,Y,FG,,,1,0.071,,,0.082,0.012,35,0.069,N,25/35 UNRIPE,
Cheyenne,,,,,3,,high,white,5,7,2,Re,AAFC05,,,,,,,,,,,,,,,,,
Cheyenne,7/7/2022,7/27/2022,2,KH,3,,high,white,5,8,55,Re,JackieOtt2,,,Y,FP,,,1,0.079,,,0,0,0,0,N,no inflorescence ,
Cheyenne,6/21/2022,,,KH,3,,high,white,5,9,14,Re,Adler13,,,Y,FG,,,1,0.043,,,0.065,0.009,37,0.054,N,24/37 UNRIPE,
Cheyenne,7/14/2022,7/27/2022,2,KH,3,,high,white,5,10,59,Re,Lavin01,,,Y,FP_FB,,,1,0.179,,,0.007,0.007,0,0,N,No filled seeds,
Cheyenne,,,,,3,,high,white,6,1,58,Re,JackieOtt7,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,6,2,30,Re,Chambers02,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,7/7/2022,2,KH,3,,high,white,6,3,5,Re,AAFC08,,,Y,FP,,,3,0.191,,,0.078,0.036,27,0.04,N,6/27 UNRIPE,
Cheyenne,6/17/2022,6/30/2022,3,KH,3,,high,white,6,4,14,Re,Adler13,,,Y,FG_FP,,,5,0.298,,,0.3,0.028,50,0.075,N,19/50 UNRIPE,
Cheyenne,,,,,3,,high,white,6,5,84,Re,Reed03,,,,,,,,,,,,,,,,,
Cheyenne,6/23/2022,6/30/2022,2,CS,3,,high,white,6,6,47,Re,Fleishman_07,,,Y,FB,,,3,0.16,,,0.2,0.029,50,0.1,N,,
Cheyenne,6/30/2022,,,CS,3,,high,white,6,7,8,Re,Blumenthal01,,,Y,FB,,,1,0.04,,,0.038,0.008,19,0.03,N,,
Cheyenne,,,,,3,,high,white,6,8,103,Re,Davies03,,,,,,,,,,,,,,,,,
Cheyenne,6/17/2022,6/30/2022,2,CS,3,,high,white,6,9,61,Re,Lee1,,,Y,FP_FB,,,4,0.1,,,0.11,0.035,50,0.07,N,,
Cheyenne,,,,,3,,high,white,6,10,93,Re,Urza2,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,7,1,31,Re,Urza1,,,,,,,,,,,,,,,,,
Cheyenne,6/21/2022,6/30/2022,2,KH,3,,high,white,7,2,33,Re,Chambers05,,,Y,FP,,,2,0.127,,,0.288,0.0268,50,0.09,N,32/50 UNRIPE ,
Cheyenne,6/30/2022,,,CS,3,,high,white,7,3,102,Re,Shriver02,,,Y,FP,,,1,0.016,,,0.014,0.006,4,0.008,N,,
Cheyenne,,,,,3,,high,white,7,4,9,Re,Adler05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,7,5,37,Re,Chambers09,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,7/7/2022,2,CS,3,,high,white,7,6,35,Re,Chambers07,,,Y,FP,,,3,0.2,,,0.09,0.033,38,0.06,N,2/38 UNRIPE,
Cheyenne,,,,,3,,high,white,7,7,38,Lo,Copeland01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,7,8,56,Re,JackieOtt5,,,,,,,,,,,,,,,,,
Cheyenne,7/7/2022,7/27/2022,2,CS,3,,high,white,7,9,57,Re,JackieOtt6,,,Y,FP,,,1,0.1,,,0.044,0.032,12,0.012,N,7/12 UNRIPE,
Cheyenne,,,,,3,,high,white,7,10,7,Re,AAFC10,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,8,1,49,Re,Getts3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,8,2,100,Re,Chynoweth08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,8,3,1,Re,AAFC04,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,8,4,24,Re,Blumenthal08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,8,5,97,Lo,Chynoweth03,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,8,6,86,Re,Schupp03,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,7/7/2022,2,KH,3,,high,white,8,7,19,Re,Barnett01,,,Y,FP,,,2,0.149,,,0.023,0.0075,8,0.014,N,1/8 UNRIPE,
Cheyenne,,,,,3,,high,white,8,8,77,Re,Pyle010,,,,,,,,,,,,,,,,,
Cheyenne,6/21/2022,6/23/2022,2,RM,3,,high,white,8,9,34,Re,Chambers06,,,Y,FG_FB,,,2,0.1,,,0.17,0.024,50,0.09,N,,
Cheyenne,6/30/2022,,,RM,3,,high,white,8,10,18,Re,Adler18,,,Y,FP,,,2,0.11,,,0.047,0.023,31,0.024,N,31/31 SMUT,
Cheyenne,,,,,3,,high,white,9,1,69,Re,Porensky17,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,9,2,92,Re,Symstad4,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,,,RM,3,,high,white,9,3,87,Lo,Schupp04,,,Y,FP,,,1,0.042,,,0.031,0.006,32,0.025,N,,
Cheyenne,6/30/2022,7/27/2022,3,CS,3,,high,white,9,4,45,Re,Fleishman_01,,,Y,FG,,,4,0.47,,,0.09,0.022,50,0.07,N,"2/50 UNRIPE, 2 BROKEN TILLERS WITH NO INFLORESENCE",
Cheyenne,7/7/2022,7/27/2022,2,KH,3,,high,white,9,5,66,Re,Maron1,,,Y,FP,,,1,0.16,,,0,0,0,0,N,No inflorescence ,
Cheyenne,6/7/2022,6/30/2022,3,CS,3,,high,white,9,6,29,Re,Chambers01,,,Y,FG_FP,,,4,0.24,,,0.32,0.06,50,0.1,N,,
Cheyenne,6/30/2022,7/27/2022,2,KH,3,,high,white,9,7,25,Re,Symstad6,,,Y,FG,,,1,0.0665,,,0.023,0.005,14,0.0178,N,2/14 unripe,
Cheyenne,6/30/2022,,,CS,3,,high,white,9,8,90,Re,Symstad2,,,Y,FB,,,1,0.027,,,0.036,0.005,21,0.031,N,,
Cheyenne,,,,,3,,high,white,9,9,65,Re,Leger 1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,9,10,82,Re,Pyle019,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,10,1,91,Re,Symstad3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,10,2,81,Re,Pyle017,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,10,3,93,Lo,Urza2,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,,,CS,3,,high,white,10,4,89,Re,Symstad1,,,Y,FB,,,1,0.002,,,0,0,0,0,N,NO INFLORESENCE,
Cheyenne,,,,,3,,high,white,10,5,26,Re,Chynoweth01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,white,10,6,17,Re,Adler17,,,,,,,,,,,,,,,,,
Cheyenne,7/7/2022,7/27/2022,2,CS,3,,high,white,10,7,71,Re,Porensky30,,,Y,FG,,,2,0.23,,,0.12,0.038,50,0.06,N,"12/50 UNRIPE, 1 TILLER WITH NO INFLORESENCE",
Cheyenne,,,,,3,,high,white,10,8,63,Re,Lee3,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,,,CS,3,,high,white,10,9,73,Re,Pyke8,,,Y,FP,,,1,0.003,,,0.001,0.001,0,0,N,NO FILLED SEEDS,
Cheyenne,,,,,3,,high,white,10,10,69,Re,Porensky17,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,1,1,54,Re,JackieOtt1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,1,2,30,Re,Chambers02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,1,3,104,Re,Germino BOP 01,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,MB,3,,low,white,1,4,75,Re,Pyle001,,,Y,FB,,,,0.17,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,,,,,3,,low,white,1,5,53,Re,Hufft2,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,7/22/2022,2,MB,3,,low,white,2,1,97,Lo,Chynoweth03,,,Y,FB,,,2,0.155,,,0,0,0,0,N,no inflorescence,
Cheyenne,,,,,3,,low,white,2,2,96,Re,Chynoweth02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,2,3,1,Re,AAFC04,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,2,4,71,Re,Porensky30,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,2,5,90,Re,Symstad2,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,3,1,43,Re,Downs02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,3,2,93,Re,Urza2,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,MB,3,,low,white,3,3,28,Re,Bradford01,,,Y,FB,,,1,0.129,,,0.007,0.003,12,0.005,N,,
Cheyenne,,,,,3,,low,white,3,4,14,Re,Adler13,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,3,5,65,Re,Leger 1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,4,1,19,Re,Barnett01,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,MB,3,,low,white,4,2,47,Re,Fleishman_07,,,Y,FB,,,,0.135,,,0,0,0,0,N,"no tiller, only broken stems/leaves",
Cheyenne,,,,,3,,low,white,4,3,63,Re,Lee3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,4,4,24,Re,Blumenthal08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,4,5,13,Re,Schupp01,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,MB,3,,low,white,5,1,8,Re,Blumenthal01,,,Y,FB,,,,0.005,,,0,0,0,0,N,"no tillers, only broken leaves",
Cheyenne,,,,,3,,low,white,5,2,83,Re,Reed01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,5,3,63,Re,Lee3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,5,4,38,Lo,Copeland01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,5,5,6,Re,AAFC09,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,6,1,86,Re,Schupp03,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,6,2,58,Re,JackieOtt7,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,6,3,93,Re,Urza2,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,6,4,2,Re,AAFC05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,6,5,95,Lo,Wilcox02,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,,,MB,3,,low,white,7,1,69,Re,Porensky17,,,Y,FB,,,,0.005,,,0,0,0,0,N,"no tillers, only broken leaves",
Cheyenne,7/22/2022,,,MB,3,,low,white,7,2,12,Re,Schupp02,,,Y,FB,,,,0.068,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,7/22/2022,,,MB,3,,low,white,7,3,52,Re,Hufft1,,,Y,FB,,,,0.046,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,,,,,3,,low,white,7,4,97,Lo,Chynoweth03,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,7,5,25,Re,Symstad6,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,8,1,44,Re,Downs03,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,MB,3,,low,white,8,2,81,Re,Pyle017,,,Y,FB,,,,0.079,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,7/22/2022,,,MB,3,,low,white,8,3,56,Re,JackieOtt5,,,Y,FB,,,,0.09,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,,,,,3,,low,white,8,4,59,Re,Lavin01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,8,5,46,Re,Fleishman_05,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,MB,3,,low,white,9,1,92,Re,Symstad4,,,Y,FB,,,,0.249,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,,,,,3,,low,white,9,2,11,Re,Adler09,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,MB,3,,low,white,9,3,7,Re,AAFC10,,,Y,FB,,,,0.103,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,,,,,3,,low,white,9,4,52,Re,Hufft1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,9,5,86,Re,Schupp03,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,10,1,87,Lo,Schupp04,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,MB,3,,low,white,10,2,14,Re,Adler13,,,Y,FB,,,,0.077,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,7/22/2022,,,MB,3,,low,white,10,3,76,Re,Pyle009,,,Y,FB,,,,0.054,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,7/22/2022,,,MB,3,,low,white,10,4,37,Re,Chambers09,,,Y,FB,,,,0.062,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,7/22/2022,,,MB,3,,low,white,10,5,72,Re,Pyke3,,,Y,FB,,,,0.059,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,6/30/2022,7/22/2022,2,MB,3,,low,white,11,1,88,Re,Schupp05,,,Y,FG,,,2,0.161,,,0.057,0.01,50,0.045,N,2/50 unripe,
Cheyenne,6/30/2022,,,MB,3,,low,white,11,2,18,Re,Adler18,,,Y,FB,,,,0.024,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,,,,,3,,low,white,11,3,57,Re,JackieOtt6,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,,,MB,3,,low,white,11,4,42,Lo,Downs01,,,Y,,,,,0,,,0,0,0,0,N,"envelope empty, no sample",
Cheyenne,,,,,3,,low,white,11,5,36,Re,Chambers08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,12,1,61,Re,Lee1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,12,2,29,Re,Chambers01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,12,3,49,Re,Getts3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,12,4,82,Re,Pyle019,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,12,5,18,Re,Adler18,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,13,1,33,Re,Chambers05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,13,2,66,Re,Maron1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,13,3,73,Re,Pyke8,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,13,4,74,Re,Pyke21,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,MB,3,,low,white,13,5,55,Re,JackieOtt2,,,Y,FB,,,,0.081,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,7/22/2022,,,MB,3,,low,white,14,1,5,Re,AAFC08,,,Y,FB,,,,0.281,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,,,,,3,,low,white,14,2,98,Re,Chynoweth05,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,MB,3,,low,white,14,3,35,Re,Chambers07,,,Y,FB,,,,0.099,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,,,,,3,,low,white,14,4,100,Re,Chynoweth08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,14,5,37,Re,Chambers09,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,15,1,17,Re,Adler17,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,15,2,13,Re,Schupp01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,15,3,65,Re,Leger 1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,15,4,60,Lo,Lavin02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,15,5,73,Re,Pyke8,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,16,1,31,Re,Urza1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,16,2,68,Re,Porensky1,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,MB,3,,low,white,16,3,77,Re,Pyle010,,,Y,FB,,,,0.139,,,0,0,0,0,N,"no tiller, only broken stems and leaves",
Cheyenne,,,,,3,,low,white,16,4,36,Re,Chambers08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,16,5,45,Re,Fleishman_01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,white,17,1,26,Re,Chynoweth01,,,,,,,,,,,,,,,,,
