SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,Litter depth (cm),Notes,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.2,bare,3,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.2,lichen,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.4,litter,50,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.4,bare,49,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.4,Pascopyrum smithii,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.6,litter,60,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.6,bare,40,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.6,Pascopyrum smithii,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.6,lichen,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.8,litter,95,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.8,lichen,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.8,bare,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.8,Pascopyrum smithii,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,7,litter,80,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,7,bare,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,7,Pascopyrum smithii,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.1,Cirsium arvense,70,,"Second year of PMR sites, so start with odd number distance- 2.1 ",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.1,Bromus inermis,25,,"Second year of PMR sites, so start with odd number distance- 2.2",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.1,litter,5,,"Second year of PMR sites, so start with odd number distance- 2.3",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.3,Cirsium arvense,100,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.5,Cirsium arvense,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.5,Bromus inermis,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.5,litter,50,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.7,Bromus inermis,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.7,Cirsium arvense,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.7,litter,90,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.9,Galium spurium,2,,"Originally recorded as unknown 3 described as radial leaves, stelliate, look like testicles, ball-like things come in doubles at end of inflourescence. LMP Ided as Galium spurium based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.9,Cirsium arvense,25,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.9,Bromus inermis,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,2.9,litter,68,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.1,Cirsium arvense,95,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.1,litter,3,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.1,Galium spurium,2,,"Originally recorded as unknown 3 described as radial leaves, stelliate, look like testicles, ball-like things come in doubles at end of inflourescence. LMP Ided as Galium spurium based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.3,Galium spurium,5,,"Originally recorded as unknown 3 described as radial leaves, stelliate, look like testicles, ball-like things come in doubles at end of inflourescence. LMP Ided as Galium spurium based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.3, Fallopia convolvulus,15,,"Originally recorded as unknown 2, described as bindweedy, LMP Ided as Fallopia convolvulus based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.3,Cirsium arvense,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.3,Bromus inermis,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.3,Verbascum thapsis,30,,"Originally recorded as unknown 4 described as super velvety, soft. LMP Ided as Verbascum thapsis based on photos.",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.3,litter,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.5,Cirsium arvense,85,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.5,Galium spurium,5,,"Originally recorded as unknown 3 described as radial leaves, stelliate, look like testicles, ball-like things come in doubles at end of inflourescence. LMP Ided as Galium spurium based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.5,litter,15,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.7,Bromus inermis,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.7,Cirsium arvense,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.7,Lactuca serriola,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.7,Chenopodium sp.,5,,"Originally recorded as unknown chenopodium, may be Chenopodium album.  There are several options;  cannot confidently key without physical samples. Chenopodium sp.",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.7,litter,90,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.9,Galium spurium,15,,"Originally recorded as unknown 3 described as radial leaves, stelliate, look like testicles, ball-like things come in doubles at end of inflourescence. LMP Ided as Galium spurium based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.9,Chenopodium sp.,5,,"Originally recorded as unknown chenopodium, may be Chenopodium album.  There are several options;  cannot confidently key without physical samples. Chenopodium sp.",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.9,bare,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,3.9,litter,75,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.1,Chenopodium sp.,30,,"Originally recorded as unknown chenopodium, may be Chenopodium album.  There are several options;  cannot confidently key without physical samples. Chenopodium sp.",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.1,Cirsium arvense,15,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.1,Galium spurium,10,,"Originally recorded as unknown 3 described as radial leaves, stelliate, look like testicles, ball-like things come in doubles at end of inflourescence. LMP Ided as Galium spurium based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.1,litter,45,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.3,Bromus inermis,15,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.3,Cirsium arvense,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.3,Chenopodium sp.,5,,"Originally recorded as unknown chenopodium, may be Chenopodium album.  There are several options;  cannot confidently key without physical samples. Chenopodium sp.",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.3,Galium spurium,5,,"Originally recorded as unknown 3 described as radial leaves, stelliate, look like testicles, ball-like things come in doubles at end of inflourescence. LMP Ided as Galium spurium based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.3,litter,55,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.5,Bromus inermis,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.5,Galium spurium,15,,"Originally recorded as unknown 3 described as radial leaves, stelliate, look like testicles, ball-like things come in doubles at end of inflourescence. LMP Ided as Galium spurium based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.5,Chenopodium sp.,10,,"Originally recorded as unknown chenopodium, may be Chenopodium album.  There are several options;  cannot confidently key without physical samples. Chenopodium sp.",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.5,litter,65,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.7,Chenopodium sp.,5,,"Originally recorded as unknown chenopodium, may be Chenopodium album.  There are several options;  cannot confidently key without physical samples. Chenopodium sp.",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.7,Bromus inermis,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.7,Cirsium arvense,75,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.7,litter,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.9,Chenopodium sp.,20,,"Originally recorded as unknown chenopodium, may be Chenopodium album.  There are several options;  cannot confidently key without physical samples. Chenopodium sp.",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.9,Bromus inermis,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.9,Cirsium arvense,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,4.9,litter,65,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,5.1,Bromus inermis,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,5.1,litter,95,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,5.3,Galium spurium,20,,"Originally recorded as unknown 3 described as radial leaves, stelliate, look like testicles, ball-like things come in doubles at end of inflourescence. LMP Ided as Galium spurium based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,5.3,Verbascum thapsis,15,,"Originally recorded as unknown 4 described as super velvety, soft. LMP Ided as Verbascum thapsis based on photos.",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,5.3,Cirsium arvense,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,5.3,Bromus inermis,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,5.3,litter,50,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,5.5,litter,100,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,5.7,litter,100,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,5.9,Cirsium arvense,60,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,5.9,litter,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.1,Cirsium arvense,80,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.1,litter,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.3,Bromus inermis,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.3,litter,95,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.3,Chenopodium sp.,4,,"Originally recorded as unknown chenopodium, may be Chenopodium album.  There are several options;  cannot confidently key without physical samples. Chenopodium sp.",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.3,Galium spurium,5,,"Originally recorded as unknown 3 described as radial leaves, stelliate, look like testicles, ball-like things come in doubles at end of inflourescence. LMP Ided as Galium spurium based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.5,Cirsium arvense,2,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.5,litter,89,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.7,Cirsium arvense,65,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.7,Chenopodium sp.,5,,"Originally recorded as unknown chenopodium, may be Chenopodium album.  There are several options;  cannot confidently key without physical samples. Chenopodium sp.",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.7,litter,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.9,litter,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.9,Galium spurium,2,,"Originally recorded as unknown 3 described as radial leaves, stelliate, look like testicles, ball-like things come in doubles at end of inflourescence. LMP Ided as Galium spurium based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,E,Removal,6.9,Cirsium arvense,95,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.1,Cirsium arvense,70,,"Second year of PMR sites, so start with odd number distance- 0.1 ",,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.1,Bromus inermis,20,,"Second year of PMR sites, so start with odd number distance- 0.2",,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.1,litter,10,,"Second year of PMR sites, so start with odd number distance- 0.3",,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.3,Bromus inermis,65,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.3,Cirsium arvense,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.3,litter,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.5,Bromus inermis,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.5,Cirsium arvense,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.5,litter,55,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.7,Bromus inermis,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.7,Cirsium arvense,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.7,litter,60,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.9,Bromus inermis,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,0.9,litter,60,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,1.1,Bromus inermis,45,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,1.1,litter,55,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,1.3,Bromus inermis,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,1.3,litter,60,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,1.5,litter,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,1.5,Bromus inermis,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,1.7,Bromus inermis,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,1.7,litter,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,1.9,Carex filifolia,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,1.9,Bromus inermis,25,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,1.9,litter,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,2.1,Carex filifolia,2,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,2.1,Bromus inermis,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,2.1,litter,78,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,2.3,Carex filifolia,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,2.3,Bromus inermis,15,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,2.3,litter,80,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,2.5,Bromus inermis,15,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,2.5,Carex filifolia,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,2.5,litter,80,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,2.7,Pinus ponderosa stump,100,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,2.9,Bromus inermis,3,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,2.9,Pinus ponderosa stump,97,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,3.1,Bromus inermis,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,3.1,moss,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,3.1,litter,65,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,3.3,Bromus inermis,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,3.3,litter,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,3.5,Bromus inermis,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,3.5,litter,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,3.7,Bromus inermis,25,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,3.7,litter,75,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,3.9,Cirsium arvense,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,3.9,Bromus inermis,15,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,3.9,litter,80,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.1,Bromus inermis,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.1,litter,60,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.3,Carex filifolia,2,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.3,Bromus inermis,15,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.3,litter,83,,remainder,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.5,Bromus inermis,60,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.5,Carex filifolia,2,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.5,litter,38,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.7,Bromus inermis,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.7,litter,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.9,Bromus inermis,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.9,Cirsium arvense,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,4.9,litter,60,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.1,Cirsium arvense,25,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.1,Bromus inermis,25,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.1,litter,50,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.3,Bromus inermis,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.3,litter,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.5,Bromus inermis,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.5,litter,65,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.7,Cirsium arvense,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.7,Bromus inermis,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.7,bare,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.7,litter,75,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.9,bare,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.9,Bromus inermis,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,5.9,litter,35,,remainder,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.1,bare,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.1,moss,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.1,Bromus inermis,25,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.1,litter,60,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.3,Bromus inermis,25,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.3,bare,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.3,litter,65,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.5,Cirsium arvense,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.5,Bromus inermis,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.5,litter,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.7,Bromus inermis,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.7,Carex filifolia,2,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.7,litter,68,,remainder,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.9,Bromus inermis,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.9,moss,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,6.9,litter,50,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.1,Bromus inermis,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.1,litter,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.1,stump,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.3,bare,15,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.3,Bromus inermis,15,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.3,litter,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.5,Taraxacum officinale,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.5,Bromus inermis,15,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.5,litter,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.5,bare,45,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.7,Bromus inermis,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.7,litter,80,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.9, Fallopia convolvulus,5,,"Originally recorded as unknown 2, described as bindweedy, LMP Ided as Fallopia convolvulus based on photos",,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.9,Bromus inermis,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,7.9,litter,60,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.1,Bromus inermis,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.1,litter,60,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.3,Bromus inermis,25,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.3,litter,75,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.5,unknown grass 1,5,,"Originally described as little, skinny grass. Cannot ID from photo or description.",,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.5,Bromus inermis,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.5,Taraxacum officinale,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.5,litter,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.7,unknown grass 1,5,,"Originally described as little, skinny grass. Cannot ID from photo or description.",,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.7,Bromus inermis,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.7,litter,75,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.9,unknown grass 1,5,,"Originally described as little, skinny grass. Cannot ID from photo or description.",,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.9,Bromus inermis,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,8.9,litter,75,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,9.1,unknown grass 1,2,,"Originally described as little, skinny grass. Cannot ID from photo or description.",,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,9.1,Bromus inermis,15,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,9.1,litter,83,,remainder,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,9.3,Bromus inermis,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,9.3,litter,90,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,9.5,Bromus inermis,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,9.5,litter,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,9.7,Bromus inermis,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,9.7,litter,65,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,9.9,Bromus inermis,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,N,Control,9.9,litter,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.1,Bromus inermis,3,,"Seth confused south control with west control on recording, along with calling this transect even numbers instead of odd",,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.1,Cirsium arvense,3,,"Seth confused south control with west control on recording, along with calling this transect even numbers instead of odd",,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.1,litter,94,,"Seth confused south control with west control on recording, along with calling this transect even numbers instead of odd",,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.3,Bromus inermis,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.3,Cirsium arvense,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.3,litter,60,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.5,Bromus inermis,55,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.5,Cirsium arvense,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.5,litter,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.7,Cirsium arvense,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.7,Bromus inermis,25,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.7,litter,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.9,Bromus inermis,30,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.9,Cirsium arvense,5,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,0.9,litter,65,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.1,Bromus inermis,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.1,bare,10,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.1,litter,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.3,Bromus inermis,55,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.3,Ribes cereum,10,,"Originally recorded as Ribes rubrum, which is not found locally; LMP changed to the common Ribes cereum. Could also potentially be Ribes inerme but this is unlikely.",,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.3,litter,35,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.5,Bromus inermis,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.5,Cirsium arvense,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.5,litter,40,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.7,Cirsium arvense,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.7,Bromus inermis,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.7,litter,20,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.9,Bromus inermis,70,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.9,Phleum pratense,5,,Originally recorded as grass 1 described as cattail- like grass. LMP Ided as Phleum pratense based on photos ,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,1.9,litter,25,,,,,,,,,,,,,,,,,,,,
PMR- Brome,S,Control,2.1,Cirsium arvense,10,,,,,,,,,,,,,,,,,,,,
